layer,old,new,occurrences,files
ui,reception,inbox,4,apps/desktop/ui-v2/src/Nettoyage.svelte;apps/desktop/ui-v2/src/Portier.svelte;apps/desktop/ui-v2/src/Reglages.svelte;apps/desktop/ui-v2/src/lib/portier.js
ui,registreTotal,paperTrailTotal,4,apps/desktop/ui-v2/src/App.svelte
ui,repondre,reply,4,apps/desktop/ui-v2/src/App.svelte
ui,reprendreBrouillon,resumeDraft,4,apps/desktop/ui-v2/src/App.svelte
ui,reprise,resume,4,apps/desktop/ui-v2/src/ModaleMigration.svelte
ui,routagesVisibles,visibleRoutings,4,apps/desktop/ui-v2/src/Reglages.svelte
ui,sonderSynchro,probeSync,4,apps/desktop/ui-v2/src/App.svelte
ui,surFrappeAdresse,onAddressKeystroke,4,apps/desktop/ui-v2/src/Composition.svelte
ui,totalEnVol,totalInFlight,4,apps/desktop/ui-v2/src/Liste.svelte
ui,totalServiA,totalServedAt,4,apps/desktop/ui-v2/src/Liste.svelte
ui,transferer,forward,4,apps/desktop/ui-v2/src/App.svelte
ui,triHistorique,sortHistory,4,apps/desktop/ui-v2/src/Portier.svelte
ui,triLus,sortRead,4,apps/desktop/ui-v2/src/Kiosque.svelte
ui,triNonLus,sortUnread,4,apps/desktop/ui-v2/src/Kiosque.svelte
ui,verifierMaj,checkUpdate,4,apps/desktop/ui-v2/src/App.svelte;apps/desktop/ui-v2/src/Reglages.svelte
ui,viderSelection,clearSelection,4,apps/desktop/ui-v2/src/Liste.svelte
ui,vues,views,4,apps/desktop/ui-v2/src/Kiosque.svelte
ui,zoneCorps,bodyArea,4,apps/desktop/ui-v2/src/Composition.svelte
ui,CATALOGUES,CATALOGS,3,apps/desktop/ui-v2/src/lib/texte.svelte.js
ui,CLE_COMMENCE,STARTED_KEY,3,apps/desktop/ui-v2/src/lib/accueil.js
ui,CLE_FAIT,DONE_KEY,3,apps/desktop/ui-v2/src/lib/accueil.js
ui,FENETRE,WINDOW,3,apps/desktop/ui-v2/src/Kiosque.svelte
ui,ICONES_REPONSE,REPLY_ICONS,3,apps/desktop/ui-v2/src/lib/invitation.js
ui,JEU,SET,3,apps/desktop/ui-v2/src/lib/icones.js
ui,LOT,BATCH,3,apps/desktop/ui-v2/src/Liste.svelte
ui,accorderImages,grantImages,3,apps/desktop/ui-v2/src/Kiosque.svelte
ui,agrandirFil,enlargeThread,3,apps/desktop/ui-v2/src/Conversation.svelte;apps/desktop/ui-v2/src/lib/fil.svelte.js
ui,ajout,add,3,apps/desktop/ui-v2/src/lib/transport.js
ui,aller,go,3,apps/desktop/ui-v2/src/Liste.svelte
ui,ancienne,old,3,apps/desktop/ui-v2/src/Kiosque.svelte
ui,appliquerEspacement,applySpacing,3,apps/desktop/ui-v2/src/Reglages.svelte;apps/desktop/ui-v2/src/lib/espacement.svelte.js
ui,appliquerLargeur,applyWidth,3,apps/desktop/ui-v2/src/App.svelte;apps/desktop/ui-v2/src/lib/largeurs.svelte.js
ui,appliquerVolets,applyPanes,3,apps/desktop/ui-v2/src/Reglages.svelte;apps/desktop/ui-v2/src/lib/volets.svelte.js
ui,autresPuces,otherChips,3,apps/desktop/ui-v2/src/Liste.svelte
ui,avaitBrouillon,hadDraft,3,apps/desktop/ui-v2/src/Composition.svelte
ui,avancerApres,advanceAfter,3,apps/desktop/ui-v2/src/App.svelte
ui,avisProgramme,scheduledNotice,3,apps/desktop/ui-v2/src/App.svelte
ui,avisRefus,refusalNotice,3,apps/desktop/ui-v2/src/App.svelte
ui,barre,bar,3,apps/desktop/ui-v2/src/Composition.svelte
ui,boites,mailboxes,3,apps/desktop/ui-v2/src/Nav.svelte
ui,brouillonDe,draftOf,3,apps/desktop/ui-v2/src/Liste.svelte
ui,changerPortier,changeScreener,3,apps/desktop/ui-v2/src/Reglages.svelte
ui,chargeCorps,bodyLoaded,3,apps/desktop/ui-v2/src/Composition.svelte
ui,chargerGroupes,loadGroups,3,apps/desktop/ui-v2/src/Nettoyage.svelte
ui,chargerNavMaintenant,loadNavNow,3,apps/desktop/ui-v2/src/App.svelte
ui,chemins,paths,3,apps/desktop/ui-v2/src/Composition.svelte
ui,chipsAvant,chipsBefore,3,apps/desktop/ui-v2/src/Liste.svelte
ui,choisirGroupe,chooseGroup,3,apps/desktop/ui-v2/src/Reglages.svelte
ui,choisirRepere,chooseMarker,3,apps/desktop/ui-v2/src/Reglages.svelte
ui,cleLigne,rowKey,3,apps/desktop/ui-v2/src/Liste.svelte
ui,commandeSelect,selectCommand,3,apps/desktop/ui-v2/src/Composition.svelte
ui,compteAjoute,accountAdded,3,apps/desktop/ui-v2/src/App.svelte
ui,corpsHtmlInitial,initialBodyHtml,3,apps/desktop/ui-v2/src/Composition.svelte
ui,corpsTexteInitial,initialBodyText,3,apps/desktop/ui-v2/src/Composition.svelte
ui,courrierVu,mailSeen,3,apps/desktop/ui-v2/src/App.svelte
ui,court,short,3,apps/desktop/ui-v2/src/lib/quand.js
ui,dansUneHeure,inOneHour,3,apps/desktop/ui-v2/src/Composition.svelte
ui,delai,delay,3,apps/desktop/ui-v2/src/App.svelte
ui,demanderRetrait,requestRemoval,3,apps/desktop/ui-v2/src/Reglages.svelte
ui,depart,start,3,apps/desktop/ui-v2/src/Liste.svelte
ui,dernier,last,3,apps/desktop/ui-v2/src/lib/fil.svelte.js
ui,dernierMouvement,lastMove,3,apps/desktop/ui-v2/src/App.svelte
ui,dernierTic,lastTick,3,apps/desktop/ui-v2/src/App.svelte
ui,enAttente,pending,3,apps/desktop/ui-v2/src/Fil.svelte
ui,enReponse,replying,3,apps/desktop/ui-v2/src/Composition.svelte
ui,enregistrerNom,saveName,3,apps/desktop/ui-v2/src/Reglages.svelte
ui,entetesAvant,headersBefore,3,apps/desktop/ui-v2/src/Liste.svelte
ui,envoyerAvec,sendWith,3,apps/desktop/ui-v2/src/Composition.svelte
ui,epinglerFil,pinThread,3,apps/desktop/ui-v2/src/App.svelte
ui,estGoogle,isGoogle,3,apps/desktop/ui-v2/src/GuichetCompte.svelte
ui,etiquette,label,3,apps/desktop/ui-v2/src/Fil.svelte
ui,executerRecherche,runSearch,3,apps/desktop/ui-v2/src/Liste.svelte
ui,ficheActive,activeCard,3,apps/desktop/ui-v2/src/Onboarding.svelte
ui,gestesInvitation,invitationGestures,3,apps/desktop/ui-v2/src/Liste.svelte
ui,hautEpinglesMesure,pinsTopMeasured,3,apps/desktop/ui-v2/src/Liste.svelte
ui,indexVisible,visibleIndex,3,apps/desktop/ui-v2/src/Kiosque.svelte
ui,journal,log,3,apps/desktop/ui-v2/src/lib/transport.js
ui,kiosqueCartes,feedCards,3,apps/desktop/ui-v2/src/App.svelte
ui,lListe,listWidth,3,apps/desktop/ui-v2/src/App.svelte
ui,lancerEpingles,startPins,3,apps/desktop/ui-v2/src/Liste.svelte
ui,lieuOrg,orgLocation,3,apps/desktop/ui-v2/src/Fil.svelte
ui,ligneA,rowAt,3,apps/desktop/ui-v2/src/Liste.svelte
ui,lot,batch,3,apps/desktop/ui-v2/src/Liste.svelte
ui,majActifs,activeUpdates,3,apps/desktop/ui-v2/src/Composition.svelte
ui,majEchecs,failedUpdates,3,apps/desktop/ui-v2/src/App.svelte
ui,marquerLegitime,markLegitimate,3,apps/desktop/ui-v2/src/App.svelte
ui,marquerLue,markRead,3,apps/desktop/ui-v2/src/Kiosque.svelte;apps/desktop/ui-v2/src/Liste.svelte
ui,marquerVue,markSeen,3,apps/desktop/ui-v2/src/App.svelte
ui,melangeComptes,mixedAccounts,3,apps/desktop/ui-v2/src/App.svelte
ui,mesurer,measure,3,apps/desktop/ui-v2/src/lib/corps.js
ui,minuterieRecherche,searchTimer,3,apps/desktop/ui-v2/src/Liste.svelte
ui,modaleMigration,migrationModal,3,apps/desktop/ui-v2/src/App.svelte
ui,mois,month,3,apps/desktop/ui-v2/src/lib/quand.js
ui,motDePasse,password,3,apps/desktop/ui-v2/src/GuichetCompte.svelte
ui,nomAdr,nameAddr,3,apps/desktop/ui-v2/src/Fil.svelte
ui,non,no,3,apps/desktop/ui-v2/src/Reglages.svelte
ui,nouveau,newValue,3,apps/desktop/ui-v2/src/lib/fil.svelte.js
ui,nuit,night,3,apps/desktop/ui-v2/src/lib/theme.js
ui,ongletActif,tabActive,3,apps/desktop/ui-v2/src/Liste.svelte
ui,oui,yes,3,apps/desktop/ui-v2/src/Reglages.svelte
ui,ouvrirConversation,openConversation,3,apps/desktop/ui-v2/src/App.svelte
ui,panneau,panel,3,apps/desktop/ui-v2/src/Reglages.svelte
ui,pas,delta,3,apps/desktop/ui-v2/src/App.svelte
ui,patcherNom,patchName,3,apps/desktop/ui-v2/src/App.svelte
ui,patcherRepere,patchMarker,3,apps/desktop/ui-v2/src/App.svelte
ui,peutContinuer,canContinue,3,apps/desktop/ui-v2/src/Onboarding.svelte
ui,proposerMaj,offerUpdate,3,apps/desktop/ui-v2/src/App.svelte
ui,propre,own,3,apps/desktop/ui-v2/src/Fil.svelte
ui,quandInv,invWhen,3,apps/desktop/ui-v2/src/Fil.svelte
ui,reduireFil,shrinkThread,3,apps/desktop/ui-v2/src/App.svelte;apps/desktop/ui-v2/src/lib/fil.svelte.js
ui,regle,rule,3,apps/desktop/ui-v2/src/Composition.svelte
ui,releve,poll,3,apps/desktop/ui-v2/src/lib/transport.js
ui,repondantInv,invAttendee,3,apps/desktop/ui-v2/src/Fil.svelte
ui,repondreTous,replyAll,3,apps/desktop/ui-v2/src/App.svelte
ui,resoudreReprise,resolveResume,3,apps/desktop/ui-v2/src/ModaleMigration.svelte
ui,restaurerEspacement,restoreSpacing,3,apps/desktop/ui-v2/src/lib/espacement.svelte.js;apps/desktop/ui-v2/src/main.js
ui,restaurerLargeurs,restoreWidths,3,apps/desktop/ui-v2/src/lib/largeurs.svelte.js;apps/desktop/ui-v2/src/main.js
ui,restaurerModeOrganise,restoreOrganizedMode,3,apps/desktop/ui-v2/src/App.svelte;apps/desktop/ui-v2/src/lib/organise.svelte.js
ui,restaurerTheme,restoreTheme,3,apps/desktop/ui-v2/src/lib/theme.js;apps/desktop/ui-v2/src/main.js
ui,restaurerVolets,restorePanes,3,apps/desktop/ui-v2/src/lib/volets.svelte.js;apps/desktop/ui-v2/src/main.js
ui,retenue,hold,3,apps/desktop/ui-v2/src/lib/transport.js
ui,sauverMaintenant,saveNow,3,apps/desktop/ui-v2/src/Composition.svelte
ui,sceneSansLecture,sceneWithoutReading,3,apps/desktop/ui-v2/src/App.svelte
ui,sectionCollee,stuckSection,3,apps/desktop/ui-v2/src/Liste.svelte
ui,signalerSpam,reportSpam,3,apps/desktop/ui-v2/src/App.svelte
ui,sondeBrouillons,draftsProbe,3,apps/desktop/ui-v2/src/App.svelte
ui,sonderEtat,probeState,3,apps/desktop/ui-v2/src/App.svelte
ui,sujetRe,reSubject,3,apps/desktop/ui-v2/src/Composition.svelte
ui,surLoad,onLoad,3,apps/desktop/ui-v2/src/lib/corps.js
ui,texteInitial,initialText,3,apps/desktop/ui-v2/src/Composition.svelte
ui,themeActuel,currentTheme,3,apps/desktop/ui-v2/src/lib/theme.js
ui,toastMinuterie,toastTimer,3,apps/desktop/ui-v2/src/App.svelte
ui,totalPieces,attachmentsTotal,3,apps/desktop/ui-v2/src/Fil.svelte
ui,touche,key,3,apps/desktop/ui-v2/src/Menu.svelte
ui,versEnvoi,toSend,3,apps/desktop/ui-v2/src/Liste.svelte
ui,vol,flight,3,apps/desktop/ui-v2/src/lib/transport.js
ui,voletsAvant,panesBefore,3,apps/desktop/ui-v2/src/App.svelte
ui,ADRESSE_RETOURS,FEEDBACK_ADDRESS,2,apps/desktop/ui-v2/src/Retour.svelte
ui,BORNES,BOUNDS,2,apps/desktop/ui-v2/src/lib/largeurs.svelte.js
ui,COMMANDES,COMMANDS,2,apps/desktop/ui-v2/src/Composition.svelte
ui,COULEURS,COLORS,2,apps/desktop/ui-v2/src/Composition.svelte
ui,CYCLE_COMPLET_MS,FULL_CYCLE_MS,2,apps/desktop/ui-v2/src/App.svelte
ui,GESTES_BARRE,BAR_GESTURES,2,apps/desktop/ui-v2/src/Liste.svelte
ui,GESTES_GROUPE,GROUP_GESTURES,2,apps/desktop/ui-v2/src/App.svelte
ui,GROUPES,GROUPS,2,apps/desktop/ui-v2/src/Reglages.svelte
ui,PASSE_LEGERE_MS,LIGHT_PASS_MS,2,apps/desktop/ui-v2/src/App.svelte
ui,RACCOURCIS,SHORTCUTS,2,apps/desktop/ui-v2/src/Reglages.svelte
ui,RESERVE_FIL,THREAD_RESERVE,2,apps/desktop/ui-v2/src/App.svelte
ui,VOL_MAX,FLIGHT_MAX,2,apps/desktop/ui-v2/src/Liste.svelte
ui,agir,act,2,apps/desktop/ui-v2/src/Liste.svelte
ui,ajoutFactice,fakeAdd,2,apps/desktop/ui-v2/src/lib/transport.js
ui,annuler,cancel,2,apps/desktop/ui-v2/src/ModaleMigration.svelte
ui,apresCourrierEnvoye,afterMailSent,2,apps/desktop/ui-v2/src/App.svelte
ui,apresEnvoi,afterSend,2,apps/desktop/ui-v2/src/App.svelte
ui,armerDepart,armStart,2,apps/desktop/ui-v2/src/App.svelte
ui,avancement,progress,2,apps/desktop/ui-v2/src/ModaleMigration.svelte
ui,avis,notice,2,apps/desktop/ui-v2/src/App.svelte
ui,basculerBulles,toggleBubbles,2,apps/desktop/ui-v2/src/Reglages.svelte
ui,basculerOrganise,toggleOrganized,2,apps/desktop/ui-v2/src/App.svelte
ui,bloc,block,2,apps/desktop/ui-v2/src/Composition.svelte
ui,borne,bound,2,apps/desktop/ui-v2/src/Liste.svelte
ui,brouillonsParFil,draftsPerThread,2,apps/desktop/ui-v2/src/Liste.svelte
ui,catalogue,catalog,2,apps/desktop/ui-v2/src/lib/texte.svelte.js
ui,changerEspacement,changeSpacing,2,apps/desktop/ui-v2/src/Reglages.svelte
ui,changerExpediteur,changeSender,2,apps/desktop/ui-v2/src/Composition.svelte
ui,changerHorizon,changeHorizon,2,apps/desktop/ui-v2/src/Reglages.svelte
ui,changerLangue,changeLanguage,2,apps/desktop/ui-v2/src/Reglages.svelte
ui,changerVolets,changePanes,2,apps/desktop/ui-v2/src/Reglages.svelte
ui,chargerHorizons,loadHorizons,2,apps/desktop/ui-v2/src/Reglages.svelte
ui,chargerNoms,loadNames,2,apps/desktop/ui-v2/src/App.svelte
ui,chargerReperes,loadMarkers,2,apps/desktop/ui-v2/src/App.svelte
ui,chargerSignatures,loadSignatures,2,apps/desktop/ui-v2/src/Reglages.svelte
ui,chemin,path,2,apps/desktop/ui-v2/src/Fil.svelte
ui,choisirTheme,chooseTheme,2,apps/desktop/ui-v2/src/Onboarding.svelte
ui,choixARenommer,choiceToRename,2,apps/desktop/ui-v2/src/lib/theme.js
ui,cibleDe,targetFrom,2,apps/desktop/ui-v2/src/App.svelte
ui,clicRangee,rowClick,2,apps/desktop/ui-v2/src/Liste.svelte
ui,compteEnvoi,sendAccount,2,apps/desktop/ui-v2/src/Composition.svelte
ui,compteRetire,accountRemoved,2,apps/desktop/ui-v2/src/App.svelte
ui,corpsHtml,bodyHtml,2,apps/desktop/ui-v2/src/Composition.svelte
ui,corpsVide,bodyEmpty,2,apps/desktop/ui-v2/src/Composition.svelte
ui,correspondant,contact,2,apps/desktop/ui-v2/src/Liste.svelte
ui,dateAbsolue,absoluteDate,2,apps/desktop/ui-v2/src/lib/quand.js
ui,dateLongue,longDate,2,apps/desktop/ui-v2/src/lib/invitation.js
ui,defaut,fallback,2,apps/desktop/ui-v2/src/Fil.svelte
ui,destinataires,recipients,2,apps/desktop/ui-v2/src/Fil.svelte
ui,dossiers,folders,2,apps/desktop/ui-v2/src/Nav.svelte
ui,enregistrer,save,2,apps/desktop/ui-v2/src/Fil.svelte
ui,enregistrerBrouillon,saveDraft,2,apps/desktop/ui-v2/src/Composition.svelte
ui,epingle,pin,2,apps/desktop/ui-v2/src/lib/fil.svelte.js
ui,estChoisie,isChosen,2,apps/desktop/ui-v2/src/Liste.svelte
ui,estCochee,isChecked,2,apps/desktop/ui-v2/src/Liste.svelte
ui,estDeconnecte,isDisconnected,2,apps/desktop/ui-v2/src/Reglages.svelte
ui,estMicrosoft,isMicrosoft,2,apps/desktop/ui-v2/src/GuichetCompte.svelte
ui,faire,run,2,apps/desktop/ui-v2/src/lib/clavier.js
ui,haut,top,2,apps/desktop/ui-v2/src/Kiosque.svelte
ui,horsFenetre,offWindow,2,apps/desktop/ui-v2/src/Kiosque.svelte
ui,indexPour,indexFor,2,apps/desktop/ui-v2/src/Liste.svelte
ui,installerMaj,installUpdate,2,apps/desktop/ui-v2/src/Reglages.svelte
ui,lancerCouture,startSeam,2,apps/desktop/ui-v2/src/Liste.svelte
ui,lancerTotal,startTotal,2,apps/desktop/ui-v2/src/Liste.svelte
ui,lettres,letters,2,apps/desktop/ui-v2/src/lib/initiales.js
ui,libelleRoutage,routingLabel,2,apps/desktop/ui-v2/src/Reglages.svelte
ui,lignesOrdonnees,orderedRows,2,apps/desktop/ui-v2/src/Liste.svelte
ui,memeJour,sameDay,2,apps/desktop/ui-v2/src/lib/invitation.js
ui,mesurerFenetre,measureWindow,2,apps/desktop/ui-v2/src/Kiosque.svelte
ui,nbMessages,messageCount,2,apps/desktop/ui-v2/src/Fil.svelte
ui,nomAdrPorte,carriedNameAddr,2,apps/desktop/ui-v2/src/Fil.svelte
ui,osSombre,osDark,2,apps/desktop/ui-v2/src/lib/theme.js
ui,ouvrirDiffere,openDeferred,2,apps/desktop/ui-v2/src/Composition.svelte
ui,ouvrirGestes,openGestures,2,apps/desktop/ui-v2/src/Liste.svelte
ui,ouvrirHorizon,openHorizon,2,apps/desktop/ui-v2/src/Reglages.svelte
ui,ouvrirModifier,openEdit,2,apps/desktop/ui-v2/src/Reglages.svelte
ui,ouvrirNom,openName,2,apps/desktop/ui-v2/src/Reglages.svelte
ui,ouvrirRepere,openMarker,2,apps/desktop/ui-v2/src/Reglages.svelte
ui,pageUtile,usefulPage,2,apps/desktop/ui-v2/src/Liste.svelte
ui,panneFactice,fakeFailure,2,apps/desktop/ui-v2/src/lib/transport.js
ui,peutSupprimer,canDelete,2,apps/desktop/ui-v2/src/Composition.svelte
ui,poidsTotal,totalWeight,2,apps/desktop/ui-v2/src/Composition.svelte
ui,programmerEnvoi,scheduleSend,2,apps/desktop/ui-v2/src/Composition.svelte
ui,rapatrierTout,retrieveAll,2,apps/desktop/ui-v2/src/Composition.svelte
ui,rattraperApercus,backfillPreviews,2,apps/desktop/ui-v2/src/App.svelte
ui,registreGroupe,paperTrailGroup,2,apps/desktop/ui-v2/src/App.svelte
ui,reintegrer,reinstate,2,apps/desktop/ui-v2/src/Portier.svelte
ui,renvoyerAuPortier,sendBackToScreener,2,apps/desktop/ui-v2/src/Reglages.svelte
ui,reste,remaining,2,apps/desktop/ui-v2/src/Composition.svelte
ui,retard,lag,2,apps/desktop/ui-v2/src/App.svelte
ui,retirerExpediteurImages,removeImageSender,2,apps/desktop/ui-v2/src/Reglages.svelte
ui,retirerRepere,removeMarker,2,apps/desktop/ui-v2/src/Reglages.svelte
ui,routerAdresse,routeAddress,2,apps/desktop/ui-v2/src/App.svelte
ui,sauverSeul,saveAlone,2,apps/desktop/ui-v2/src/Composition.svelte
ui,servirPage,servePage,2,apps/desktop/ui-v2/src/Liste.svelte
ui,sujetTr,fwdSubject,2,apps/desktop/ui-v2/src/Composition.svelte
ui,supprimerBrouillon,deleteDraft,2,apps/desktop/ui-v2/src/Composition.svelte
ui,surAjout,onAdd,2,apps/desktop/ui-v2/src/Onboarding.svelte
ui,surFrappeCorps,onBodyKeystroke,2,apps/desktop/ui-v2/src/Composition.svelte
ui,surOnglet,onTab,2,apps/desktop/ui-v2/src/App.svelte
ui,surTouche,onKey,2,apps/desktop/ui-v2/src/App.svelte
ui,temoinLu,readWitness,2,apps/desktop/ui-v2/src/Kiosque.svelte
ui,texteEnHtml,textAsHtml,2,apps/desktop/ui-v2/src/Composition.svelte
ui,tousDeplies,allExpanded,2,apps/desktop/ui-v2/src/Fil.svelte
ui,unePasse,onePass,2,apps/desktop/ui-v2/src/ModaleMigration.svelte
ui,LANGUES,LANGUAGES,1,apps/desktop/ui-v2/src/lib/texte.svelte.js
ui,LIBELLE_ECARTE,SCREENED_OUT_LABEL,1,apps/desktop/ui-v2/src/lib/portier.js
ui,MARQUE,BRAND,1,apps/desktop/ui-v2/src/lib/icones.js
ui,PERIMETRES_NETTOYAGE,CLEANUP_SCOPES,1,apps/desktop/ui-v2/src/lib/vocabulaires.js
ui,PLAGES_NETTOYAGE,CLEANUP_RANGES,1,apps/desktop/ui-v2/src/lib/vocabulaires.js
ui,REPERES,MARKERS,1,apps/desktop/ui-v2/src/lib/icones.js
ui,REPERE_ICONES,MARKER_ICONS,1,apps/desktop/ui-v2/src/lib/reperes.js
ui,REPERE_TEINTES,MARKER_HUES,1,apps/desktop/ui-v2/src/lib/reperes.js
ui,accueilCommence,onboardingStarted,1,apps/desktop/ui-v2/src/lib/accueil.js
ui,accueilFait,onboardingDone,1,apps/desktop/ui-v2/src/lib/accueil.js
ui,afficherImages,showImages,1,apps/desktop/ui-v2/src/lib/fil.svelte.js
ui,allerEtServir,goAndServe,1,apps/desktop/ui-v2/src/Liste.svelte
ui,basculerModeOrganise,toggleOrganizedMode,1,apps/desktop/ui-v2/src/lib/organise.svelte.js
ui,blocBoite,mailboxBlock,1,apps/desktop/ui-v2/src/lib/boite.js
ui,brancherLiens,wireLinks,1,apps/desktop/ui-v2/src/lib/liens.js
ui,cacheNoms,hiddenNames,1,apps/desktop/ui-v2/src/lib/fil.svelte.js
ui,cleLibelleBoite,mailboxLabelKey,1,apps/desktop/ui-v2/src/lib/organise.svelte.js
ui,comparateurTri,sortComparator,1,apps/desktop/ui-v2/src/lib/tri.js
ui,decocher,uncheck,1,apps/desktop/ui-v2/src/Liste.svelte
ui,defautLargeur,defaultWidth,1,apps/desktop/ui-v2/src/lib/largeurs.svelte.js
ui,depuis,since,1,apps/desktop/ui-v2/src/lib/quand.js
ui,enSelection,selecting,1,apps/desktop/ui-v2/src/Liste.svelte
ui,espacementActuel,currentSpacing,1,apps/desktop/ui-v2/src/lib/espacement.svelte.js
ui,kickerInvitation,invitationKicker,1,apps/desktop/ui-v2/src/lib/invitation.js
ui,langueActuelle,currentLanguage,1,apps/desktop/ui-v2/src/lib/texte.svelte.js
ui,lieuOrganisateur,organizerLocation,1,apps/desktop/ui-v2/src/lib/invitation.js
ui,ligneRepondant,attendeeLine,1,apps/desktop/ui-v2/src/lib/invitation.js
ui,marquerAccueilCommence,markOnboardingStarted,1,apps/desktop/ui-v2/src/lib/accueil.js
ui,marquerDemarrage,markStartup,1,apps/desktop/ui-v2/src/App.svelte
ui,modeOrganise,organizedMode,1,apps/desktop/ui-v2/src/lib/organise.svelte.js
ui,moyen,medium,1,apps/desktop/ui-v2/src/lib/espacement.svelte.js
ui,nettoyage,cleanup,1,apps/desktop/ui-v2/src/lib/icones.js
ui,ouvrirBrouillon,openDraft,1,apps/desktop/ui-v2/src/Composition.svelte
ui,ouvrirFil,openThread,1,apps/desktop/ui-v2/src/lib/fil.svelte.js
ui,padRangee,rowPad,1,apps/desktop/ui-v2/src/lib/espacement.svelte.js
ui,portier,screener,1,apps/desktop/ui-v2/src/lib/icones.js
ui,poserLangueDetectee,setDetectedLanguage,1,apps/desktop/ui-v2/src/lib/texte.svelte.js
ui,puceInvitation,invitationChip,1,apps/desktop/ui-v2/src/lib/invitation.js
ui,quandInvitation,whenInvitation,1,apps/desktop/ui-v2/src/lib/invitation.js
ui,quandLong,whenLong,1,apps/desktop/ui-v2/src/lib/quand.js
ui,restaurerLangue,restoreLanguage,1,apps/desktop/ui-v2/src/lib/texte.svelte.js
ui,retirerMessage,removeMessage,1,apps/desktop/ui-v2/src/lib/fil.svelte.js
ui,selectionner,select,1,apps/desktop/ui-v2/src/Liste.svelte
ui,semaine,week,1,apps/desktop/ui-v2/src/lib/invitation.js
ui,statutInvitation,invitationStatus,1,apps/desktop/ui-v2/src/lib/invitation.js
ui,themeAffiche,displayedTheme,1,apps/desktop/ui-v2/src/lib/theme.js
ui,titre,title,1,apps/desktop/ui-v2/src/lib/boite.js
ui,toujoursAfficherImages,alwaysShowImages,1,apps/desktop/ui-v2/src/lib/fil.svelte.js
ui,toutDeplier,allExpand,1,apps/desktop/ui-v2/src/lib/fil.svelte.js
ui,toutReplier,allCollapse,1,apps/desktop/ui-v2/src/lib/fil.svelte.js
ui,tuileInvitation,invitationTile,1,apps/desktop/ui-v2/src/lib/invitation.js
ui,voletsActuels,currentPanes,1,apps/desktop/ui-v2/src/lib/volets.svelte.js
ui,vueMelange,mixedView,1,apps/desktop/ui-v2/src/lib/boite.js
ui,taille,size,0,leftover-E5b
ui,organise,organized,0,leftover-E5b
ui,nouvelle,newRow,0,leftover-E5b
ui,estIndesirable,isJunk,0,leftover-E5b
ui,nouveauMode,newMode,0,leftover-E5b
ui,routage,routing,0,leftover-E5b
ui,couleur,color,0,leftover-E5b
ui,pastilles,swatches,0,leftover-E5b
ui,plafond,cap,0,leftover-E5b
ui,avecImages,withImages,0,leftover-E5b
ui,entrees,entries,0,leftover-E5b
ui,rangee,row,0,leftover-E5b
ui,ajoutPrincipal,mainAdd,0,leftover-E5b
ui,colonnes,columns,0,leftover-E5b
ui,blocCarte,cardBlock,0,leftover-E5b
ui,synchroFournie,providedSync,0,leftover-E5b
ui,etatFourni,providedState,0,leftover-E5b
ui,depuisFil,fromThread,0,leftover-E5b
ui,mot,word,0,leftover-E5b
ui,enRecherche,searching,0,leftover-E5b
ui,ancien,oldId,0,leftover-E5b
ui,neuf,newId,0,leftover-E5b
ui,versVolet,toPane,0,leftover-E5b
ui,arrivee,arrival,0,leftover-E5b
ui,cheminParDefaut,defaultPath,0,leftover-E5b
ui,moisIndex,monthIndex,0,leftover-E5b
ui,dansEpingles,inPins,0,leftover-E5b
ui,historique,history,0,leftover-E5b
ui,appliquerATous,applyToAll,0,leftover-E5b
ui,gauche,left,0,leftover-E5b
ui,annulee,cancelled,0,leftover-E5b
ui,dessin,drawing,0,leftover-E5b
ui,selectionnee,selectedRow,0,leftover-E5b
ui,deplies,expanded,0,leftover-E5b
ui,abouti,succeeded,0,leftover-E5b
ui,choisirDestination,chooseDestination,0,leftover-E5b
ui,epinglable,pinnable,0,leftover-E5b
ui,ecartesTries,sortedScreenedOut,0,leftover-E5b
ui,bornee,bounded,0,leftover-E5b
ui,niveau,level,0,leftover-E5b
ui,suffixe,suffix,0,leftover-E5b
ui,mien,mine,0,leftover-E5b
ui,observateur,observer,0,leftover-E5b
ui,neuves,fresh,0,leftover-E5b
ui,rayon,radius,0,leftover-E5b
ui,tuile,tile,0,leftover-E5b
ui,saisiePoignee,handleGrab,0,leftover-E5b
ui,poignee,handle,0,leftover-E5b
ui,libelle,label,0,leftover-E5b
ui,qui,who,0,leftover-E5b
ui,resultats,results,0,leftover-E5b
ui,servieA,servedAt,0,leftover-E5b
ui,evenement,event,0,leftover-E5b
ui,onenvoye,onsent,0,inventory-E5b
ui,onbrouillon,ondraft,0,inventory-E5b
ui,oncourrier,onmail,0,inventory-E5b
ui,libelleDe,labelFor,0,inventory-E5b
ui,rapatriements,retrievals,0,inventory-E5b
ui,minuterie,timer,0,inventory-E5b
ui,segmentCourant,currentSegment,0,inventory-E5b
ui,trouvees,found,0,inventory-E5b
ui,insererSuggestion,insertSuggestion,0,inventory-E5b
ui,choisie,pick,0,inventory-E5b
ui,valeurs,values,0,inventory-E5b
ui,morceaux,parts,0,inventory-E5b
ui,echappe,escaped,0,inventory-E5b
ui,connu,known,0,inventory-E5b
ui,choisi,chosen,0,inventory-E5b
ui,mienne,mine,0,inventory-E5b
